CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,lon_x1,lat_y1,lon_x2,lat_y2
Surfrider Foundation Europe,"117 Via Rio Marina, 00054 Fregene, Italie",IT,Mediterranean Sea,83,,,20150515,Cleanup,12.204,41.8304,12.205,41.8304
Plastic Change,Hellerup Strand,DK,North-east Atlantic Ocean,93,,,20190321,Cleanup,12.5823226,55.7326299,12.58225523,55.73346447
Surfrider Foundation Europe,"12 Boulevard maritime, 14150 Ouistreham, France",FR,North-east Atlantic Ocean,72,,,20150331,Cleanup,-0.252883,49.291,-0.251883,49.291
EMBLAS,Vostok,RU,Black Sea,87,Rural,Sandy,20170820,Monitoring,38.80442275,44.27114613,38.805111,44.270536
gBqsPxAZ,Neum,BA,Mediterranean Sea,1551,Urban,Other (mixed),20160424,Cleanup,17.61979085,42.91792327,17.60769942,42.92868772
Surfrider Foundation Europe,"5 Avenue des Gourbets, 33121 Carcans, France",FR,North-east Atlantic Ocean,6000,,,20190324,Cleanup,-1.1899685,45.0827825,-1.1899685,45.08278251
Surfrider Foundation Europe,"Unnamed Road, 17000 La Rochelle, France",,North-east Atlantic Ocean,350,,,20190614,Cleanup,-1.1774721,46.1600767,-1.1774721,46.16007671
Legambiente Onlus,"Spiaggia di San Leonardo, Cutro (KR)",IT,Mediterranean Sea,100,,,20170423,Monitoring,16.96041,38.93878,16.96141,38.93878
WWF Denmark,Tisvildeleje,DK,North-east Atlantic Ocean,428,Rural,Sandy,20190903,Cleanup,12.05594133,56.05549459,12.05140039,56.05258587
gBqsPxAZ,playa de los arenales,ES,North-east Atlantic Ocean,786,Urban,Sandy,20161207,Cleanup,-8.936729846,42.60372417,-8.932228174,42.59748586
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20200404,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20180419,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
HCMR@School,???????,GR,Mediterranean Sea,118,Rural,Pebbels,20151128,Cleanup,23.44015575,37.50209037,23.43899134,37.50257285
Surfrider Foundation Europe,"Av. Playa San Juan de la Canal, 26E, 39110 Santa Cruz de Bezana, Cantabria, Espa?a",ES,North-east Atlantic Ocean,350,,,20190606,Cleanup,-3.89358,43.47307,-3.89358,43.47307001
Legambiente Onlus,"Spiaggia presso il Lungomare Garibaldi, Castellammare di Stabia (NA)",IT,Mediterranean Sea,100,,,20170423,Monitoring,14.48176,40.70426,14.48276,40.70426
Surfrider Foundation Europe,"505 Rue du Theven Bras, 29250 Santec, France",FR,North-east Atlantic Ocean,73,,,20150330,Cleanup,-4.05654,48.6937,-4.05554,48.6937
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20171030,Cleanup,9.063815632,47.44678658,9.064160585,47.44744754
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20170609,Cleanup,9.063815632,47.44678658,9.064160585,47.44744754
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20180130,Cleanup,9.063815632,47.44678658,9.064160585,47.44744754
Surfrider Foundation Europe,"Passeig Mar?tim de la Barceloneta, 6, 08003 Barcelona, Espa?a",ES,Mediterranean Sea,150,,,20191014,Cleanup,2.1927209,41.3794275,2.1927209,41.37942751
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20151006,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20210415,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20180618,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20150416,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Surfers Against Sewage,Oxwich,UK,North-east Atlantic Ocean,106,Rural,Sandy,20161126,Monitoring,-4.161426129,51.5553674,-4.161243138,51.55631473
Lets do it Ukraine,Beach Turya 1,UA,Unknown,93,Rural,Pebbels,20210807,Monitoring,22.58948493,48.72519531,22.59062,48.72557
Marnoba,"Cala Sorbas, Almer_",ES,Mediterranean Sea,100,Rural,Pebbels,20160831,Cleanup,-1.913058281,36.93674469,-1.912058281,36.93674469
CleanPiterCoast,Kurort,RU,Baltic Sea,100,Urban,Sandy,20170605,Cleanup,29.94572403,60.11029545,29.94569504,60.10939637
Surfrider Foundation Europe,"Dique de Contenci?n de Arenas Pr?ncipe Juan Carlos I, Huelva, Spain",,North-east Atlantic Ocean,150,,,20190412,Cleanup,-6.9294228,37.1737603,-6.9294228,37.17376031
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170619,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170831,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170601,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170702,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Surfrider Foundation Europe,"Unnamed Road, 40220 Tarnos, France",,North-east Atlantic Ocean,150,,,20190701,Cleanup,-1.4676394,43.5465009,-1.4676394,43.54650091
Surfrider Foundation Europe,"Unnamed Road, 40220 Tarnos, France",,North-east Atlantic Ocean,150,,,20190309,Cleanup,-1.4676394,43.5465009,-1.4676394,43.54650091
Surfrider Foundation Europe,"Zurriola Hiribidea, 39, 20002 Donostia, Gipuzkoa, Espagne",ES,North-east Atlantic Ocean,750,,,20191219,Cleanup,-1.97524,43.3256039,-1.97524,43.32560391
Surfrider Foundation Europe,"Marina di Curinga, 88022 Curinga, Italie",IT,Mediterranean Sea,88,,,20150321,Cleanup,16.221,38.8386,16.222,38.8386
Surfrider Foundation Europe,"D138 Saint-?tienne-des-Sorts, 30200 Saint-?tienne-des-Sorts, France",Int,,80,,,20150321,Cleanup,4.7014,44.197,4.7024,44.197
DeFishGear - Slovenia,Debeli rtic 2 MLW Month,SI,Mediterranean Sea,109,Rural,Pebbels,20170923,Cleanup,13.70469429,45.59241451,13.70400764,45.59155864
DeFishGear - Slovenia,Debeli rtic 2 MLW Month,SI,Mediterranean Sea,109,Rural,Pebbels,20180915,Monitoring,13.70469429,45.59241451,13.70400764,45.59155864
Surfrider Foundation Europe,"375 De Ulia Ibilbidea, 20013 Donostia, Espagne",ES,North-east Atlantic Ocean,81,,,20150417,Cleanup,-1.94793,43.3321,-1.94693,43.3321
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20170923,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20180324,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20171216,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20170722,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20171021,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20170520,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20180120,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20170624,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Surfrider Foundation Europe,"3093 Pont Neuf, 75001 Paris, France",,Unknown,2000,,,20190519,Cleanup,2.3423873,48.8583009,2.3423873,48.85830091
Surfrider Foundation Europe,"Rue de Fontreven, 22120 Hillion, France",FR,North-east Atlantic Ocean,73,,,20150409,Cleanup,-2.65401,48.5258,-2.65301,48.5258
Surfrider Foundation Europe,"10 Avenue Denis Semeria, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,350,,,20190422,Cleanup,7.3328082,43.6919455,7.3328082,43.69194551
Marnoba,"Punta del Riu, Tarragona",ES,Mediterranean Sea,100,Urban,Sandy,20150510,Cleanup,0.931079791,40.9905596,0.932079791,40.9905596
Surfrider Foundation Europe,"1 Am Hafen, 17509 Lubmin, Allemagne",DE,Baltic Sea,64,,,20150321,Cleanup,13.6462,54.1509,13.6472,54.1509
WWF Denmark,Moesg_d Strand,DK,Baltic Sea,931,Urban,Sandy,20190507,Cleanup,10.24928424,56.08554198,10.24782242,56.09386196
WWF Denmark,Moesg_d Strand,DK,Baltic Sea,931,Urban,Sandy,20190904,Cleanup,10.24928424,56.08554198,10.24782242,56.09386196
Legambiente Onlus,"Lido San Tommaso, Fermo (AP)",IT,Mediterranean Sea,100,,,20170428,Monitoring,13.78129,43.22412,13.78229,43.22412
Surfrider Foundation Europe,"28B Avenue Claude Vignon, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,350,,,20190515,Cleanup,7.3346709,43.6865578,7.3346709,43.68655781
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20171125,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20170819,Cleanup,7.612153634,47.55864389,7.614550071,47.55909708
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina Nova,IT,Mediterranean Sea,99,,,20170315,Monitoring,13.5463,45.78514,13.5473,45.78514
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina Nova,IT,Mediterranean Sea,99,,,20181128,Monitoring,13.5463,45.78514,13.5473,45.78514
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina Nova,IT,Mediterranean Sea,99,,,20171129,Monitoring,13.5463,45.78514,13.5473,45.78514
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina Nova,IT,Mediterranean Sea,99,,,20180320,Monitoring,13.5463,45.78514,13.5473,45.78514
Surfrider Foundation Europe,"Plaza Cervantes, 1, 20007 Donostia, Gipuzkoa, Espa?a",,North-east Atlantic Ocean,1400,,,20190928,Cleanup,-1.9848335,43.3195903,-1.9848335,43.31959031
Surfrider Foundation Europe,"191-223 Regattastra_, 12527 Berlin, Allemagne",Int,,67,,,20150502,Cleanup,13.5879,52.4124,13.5889,52.4124
gBqsPxAZ,playa fluvial de Catoira,ES,North-east Atlantic Ocean,277,Urban,Sandy,20161209,Cleanup,-8.727546612,42.67289775,-8.72930561,42.67076424
Surfrider Foundation Europe,"27 Boulevard Albert 1er, 76600 Le Havre, France",FR,North-east Atlantic Ocean,750,,,20191023,Cleanup,0.0954615,49.4942155,0.0954615,49.49421551
Surfrider Foundation Europe,"27 Boulevard Albert 1er, 76600 Le Havre, France",FR,North-east Atlantic Ocean,750,,,20190821,Cleanup,0.0954615,49.4942155,0.0954615,49.49421551
Surfrider Foundation Europe,"1B Quai de la Citadelle, 59140 Dunkerque, France",,North-east Atlantic Ocean,3600,,,20190929,Cleanup,2.3708811,51.0369689,2.3708811,51.03696891
Marnoba,"Playa Malandar, Huelva",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20180929,Cleanup,-6.375277996,36.79583359,-6.374277996,36.79583359
Legambiente Onlus,"Spiaggia presso Laguna del Mort, Eraclea (VE)",IT,Mediterranean Sea,100,,,20160514,Monitoring,12.73452,45.53119,12.73552,45.53119
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20170623,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20171004,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20180315,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20170831,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20170521,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Marnoba,"San Amaro, A Coru_",ES,North-east Atlantic Ocean,100,Urban,Sandy,20180316,Cleanup,-8.396354,43.382106,-8.395354,43.382106
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20171115,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20171227,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20170405,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20180228,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Legambiente Onlus,"Spiaggia libera foce Tusciano, Battipaglia (SA)",IT,Mediterranean Sea,100,,,20170505,Monitoring,14.88495,40.5773,14.88595,40.5773
Monitoraggio Strategia Marina  Ministero dell_mbiente,Bosco Isola Lesina,IT,Mediterranean Sea,99,,,20170410,Monitoring,15.38882,41.90058,15.38982,41.90058
Monitoraggio Strategia Marina  Ministero dell_mbiente,Bosco Isola Lesina,IT,Mediterranean Sea,99,,,20171103,Monitoring,15.38882,41.90058,15.38982,41.90058
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20170927,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20170829,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20170509,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20180324,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
Monitoraggio Strategia Marina  Ministero dell_mbiente,Bosco Isola Lesina,IT,Mediterranean Sea,99,,,20190114,Monitoring,15.38882,41.90058,15.38982,41.90058
Monitoraggio Strategia Marina  Ministero dell_mbiente,Bosco Isola Lesina,IT,Mediterranean Sea,99,,,20180410,Monitoring,15.38882,41.90058,15.38982,41.90058
Legambiente Onlus,"Spiaggia La Speranza, Alghero (SS)",IT,Mediterranean Sea,100,,,20170425,Monitoring,8.36698,40.49627,8.36798,40.49627
Marnoba,"Antuerta, Cantabria",ES,Unknown,100,Urban,Other (mixed),20181208,Cleanup,-3.7477777,42.34972,-3.7467777,42.34972
Swiss Litter Report,Bodensee_Arbon_M_liS,CH,,30,,,20180131,Cleanup,9.431144031,47.52088875,9.431524898,47.52098032
gBqsPxAZ,L_schenbach,,,165,Urban,Pebbels,20170521,Cleanup,7.492800358,46.96493971,7.493934193,46.96367179
Marnoba,"Punta Umbr_, Huelva",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20160810,Cleanup,-6.980000019,37.18361282,-6.979000019,37.18361282
Surfrider Foundation Europe,"Rue du Tumulus, 56680 G_res, France",FR,North-east Atlantic Ocean,74,,,20150612,Cleanup,-3.35452,47.6975,-3.35352,47.6975
Surfrider Foundation Europe,"1237 Route de la Barre, 40220 Tarnos, France",FR,North-east Atlantic Ocean,750,,,20190118,Cleanup,-1.5191072,43.529756,-1.5191072,43.52975601
Surfrider Foundation Europe,"6 San Cristobal Auzoa, 48350 Busturia, Espagne",ES,North-east Atlantic Ocean,81,,,20150321,Cleanup,-2.68984,43.375,-2.68884,43.375
Surfrider Foundation Europe,"Port du Passage, Maison de la Mer Guy Liziar, 29480 LE RELECQ KERHUON, France",FR,North-east Atlantic Ocean,73,,,20150321,Cleanup,-4.38279,48.3957,-4.38179,48.3957
gBqsPxAZ,Las Salinas,,,230,Urban,Sandy,20151013,Cleanup,-71.54840968,-32.99267717,-71.54860668,-32.99472296
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20180325,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Marnoba,"Cala de la Palmera, Alicante/Alacant",ES,Mediterranean Sea,100,Urban,Rocky,20150523,Cleanup,-0.410417516,38.35178759,-0.409417516,38.35178759
Surfrider Foundation Europe,"Hotel Playa Garden - Avinguda Platges de Muro, 07458 Playa de Muro, Espagne",ES,Mediterranean Sea,86,,,20150517,Cleanup,3.12475,39.7902,3.12575,39.7902
Swiss Litter Report,goldach_goldach_schlachterj,CH,,19,,,20171130,Cleanup,9.459309367,47.47391114,9.459115263,47.47379979
Swiss Litter Report,goldach_goldach_schlachterj,CH,,19,,,20171029,Cleanup,9.459309367,47.47391114,9.459115263,47.47379979
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20170621,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20170419,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20150703,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20160621,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20210708,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Legambiente Onlus,Monachelle Pozzuoli (NA),IT,Mediterranean Sea,100,,,20180427,Monitoring,0.00012666,0.000366795,0.000126669,0.000366795
gBqsPxAZ,Formby point,UK,North-east Atlantic Ocean,722,Rural,Sandy,20190325,Cleanup,-3.103213065,53.55175306,-3.102223183,53.55821201
gBqsPxAZ,Formby point,UK,North-east Atlantic Ocean,722,Rural,Sandy,20190131,Cleanup,-3.103213065,53.55175306,-3.102223183,53.55821201
Legambiente Onlus,"Spiaggia Vulpiglia, Pachino (SR)",IT,Mediterranean Sea,100,,,20150509,Monitoring,15.12025,36.71031,15.12125,36.71031
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170513,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170823,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170607,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170802,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,goldach_goldach_schlachterj,CH,,19,,,20171229,Cleanup,9.459309367,47.47391114,9.459115263,47.47379979
Surfrider Foundation Europe,"Sa Mesa Longa San vero Milis, 09070 San Vero Milis, Italie",IT,Mediterranean Sea,86,,,20150329,Cleanup,8.39707,40.044,8.39807,40.044
Marnoba,"Famara, Las Palmas",ES,North-east Atlantic Ocean,100,Urban,Sandy,20150704,Cleanup,-13.55149,29.11604,-13.55049,29.11604
Monitoraggio Strategia Marina  Ministero dell_mbiente,Silvi Sud,IT,Mediterranean Sea,99,,,20171005,Monitoring,14.11737,42.55515,14.11837,42.55515
gBqsPxAZ,pors gelen,FR,North-east Atlantic Ocean,101,Urban,Sandy,20160513,Cleanup,-3.565835892,48.80703873,-3.564689074,48.80651919
EMBLAS,Ureki,,Black Sea,59,Urban,Sandy,20191026,Cleanup,41.75956939,41.99489987,41.75970762,41.99437464
EMBLAS,Ureki,,Black Sea,59,Urban,Sandy,20190907,Cleanup,41.75956939,41.99489987,41.75970762,41.99437464
EMBLAS,Ureki,,Black Sea,59,Urban,Sandy,20200809,Cleanup,41.75956939,41.99489987,41.75970762,41.99437464
Surfrider Foundation Europe,"9 Corso Augusto Mombello, 18038 Sanremo, Italie",IT,Mediterranean Sea,80,,,20150329,Cleanup,7.77606,43.816,7.77706,43.816
Mare Nostrum,Vadu,RO,Black Sea,116,Near river mouth,Sandy,20210521,Monitoring,28.764782,44.427038,28.76528,44.42802
Surfrider Foundation Europe,"Passeig de les Goles, 10, 46012 El Perellonet, Valencia, Espagne",ES,Mediterranean Sea,750,,,20190828,Cleanup,-0.29225,39.30618,-0.29225,39.30618001
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20171026,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20170926,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Surfrider Foundation Europe,"3 Rue du Ch?telet, 22750 Saint-Jacut-de-la-Mer, France",FR,North-east Atlantic Ocean,73,,,20150402,Cleanup,-2.19003,48.5973,-2.18903,48.5973
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20180416,Monitoring,28.64046,43.95488,28.64006,43.954
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20171016,Monitoring,28.64046,43.95488,28.64006,43.954
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20170410,Monitoring,28.64046,43.95488,28.64006,43.954
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20160411,Monitoring,28.64046,43.95488,28.64006,43.954
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180216,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170501,Monitoring,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170714,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170611,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170914,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170814,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170518,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170615,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170719,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170624,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170522,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20171027,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Legambiente Onlus,"Lido di Policoro, Matera (MT)",IT,Mediterranean Sea,100,,,20170422,Monitoring,16.72518,40.19531,16.72618,40.19531
Legambiente Onlus,Spiaggia 28 Petacciato (CB),IT,Mediterranean Sea,100,,,20180422,Monitoring,0.000133535,0.000377574,0.000133544,0.000377574
Marnoba,"Els Militars, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20150213,Cleanup,2.077549183,41.27765896,2.078549183,41.27765896
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20170626,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20171212,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170816,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180225,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180309,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20161015,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20190626,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20190415,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20190915,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20201001,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Monitoraggio Strategia Marina  Ministero dell_mbiente,Silvi Sud,IT,Mediterranean Sea,99,,,20170221,Monitoring,14.11737,42.55515,14.11837,42.55515
Monitoraggio Strategia Marina  Ministero dell_mbiente,Silvi Sud,IT,Mediterranean Sea,99,,,20180222,Monitoring,14.11737,42.55515,14.11837,42.55515
Monitoraggio Strategia Marina  Ministero dell_mbiente,Silvi Sud,IT,Mediterranean Sea,99,,,20181026,Monitoring,14.11737,42.55515,14.11837,42.55515
Legambiente Onlus,Fiumara Sant'Antonio Roccella Jonica (RC),IT,Mediterranean Sea,100,,,20180428,Monitoring,0.000147396,0.000344249,0.000147405,0.000344249
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20150413,Monitoring,28.64046,43.95488,28.64006,43.954
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20161010,Monitoring,28.64046,43.95488,28.64006,43.954
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20180927,Monitoring,28.64046,43.95488,28.64006,43.954
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",,North-east Atlantic Ocean,750,,,20190919,Cleanup,-4.0215125,47.8572814,-4.0215125,47.85728141
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20171127,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20170821,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
