CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,lon_x1,lat_y1,lon_x2,lat_y2
Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20170717,Cleanup,7.899466371,47.29856781,7.899623298,47.29864172
Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20171124,Cleanup,7.899466371,47.29856781,7.899623298,47.29864172
Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20170622,Cleanup,7.899466371,47.29856781,7.899623298,47.29864172
Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20171227,Cleanup,7.899466371,47.29856781,7.899623298,47.29864172
Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20170828,Cleanup,7.899466371,47.29856781,7.899623298,47.29864172
Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20171007,Cleanup,7.899466371,47.29856781,7.899623298,47.29864172
gBqsPxAZ,Maagan Michael,IL,Mediterranean Sea,139,Rural,Sandy,20151216,Cleanup,34.91144826,32.570809,34.91103402,32.56961353
Marnoba,"La Arena , Bizkaia",ES,North-east Atlantic Ocean,100,Rural,Sandy,20171007,Cleanup,-3.113072,43.351064,-3.112072,43.351064
gBqsPxAZ,han,DE,Baltic Sea,19841,,,20150213,Cleanup,11.91640511,53.97631944,11.9299882,54.1543934
NIMRD Grigore Antipa,Ammos,RO,Black Sea,412,Urban,Sandy,20180819,Cleanup,28.62191666,44.26533211,28.62185253,44.26903858
NIMRD Grigore Antipa,Ammos,RO,Black Sea,412,Urban,Sandy,20180524,Cleanup,28.62191666,44.26533211,28.62185253,44.26903858
Mana J?ra,Irbes kreisais krasts,LV,Baltic Sea,303,Near river mouth,Sandy,20210720,Cleanup,22.1500583,57.6455,22.15452758,57.64680052
Surfrider Foundation Europe,"185 Avenue de la Grande C?t?, 17420 Saint-Palais-sur-Mer, France",FR,North-east Atlantic Ocean,77,,,20150328,Cleanup,-1.12319,45.6524,-1.12219,45.6524
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20180324,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20170722,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20171227,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20171127,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20180213,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20171024,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20170408,Monitoring,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20170923,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20170822,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20180124,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20170610,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20170506,Cleanup,7.624537223,46.77424307,7.624330563,46.77423203
Surfrider Foundation Europe,"Konrad-Adenauer-Allee 59, 46049 Oberhausen, Allemagne",,Unknown,2500,,,20190519,Cleanup,6.86119,51.49311,6.86119,51.49311001
Marnoba,"La Devesa, Valencia/Val_cia",ES,Mediterranean Sea,100,Near river mouth,Sandy,20181117,Cleanup,-0.288611114,39.29750061,-0.287611114,39.29750061
Monitoraggio Strategia Marina  Ministero dell_mbiente,Foce Lato,IT,Mediterranean Sea,102,,,20181205,Monitoring,16.98982,40.49248,16.99082,40.49248
Monitoraggio Strategia Marina  Ministero dell_mbiente,Foce Lato,IT,Mediterranean Sea,102,,,20180329,Monitoring,16.98982,40.49248,16.99082,40.49248
Monitoraggio Strategia Marina  Ministero dell_mbiente,Foce Lato,IT,Mediterranean Sea,102,,,20171206,Monitoring,16.98982,40.49248,16.99082,40.49248
Monitoraggio Strategia Marina  Ministero dell_mbiente,Foce Lato,IT,Mediterranean Sea,102,,,20170407,Monitoring,16.98982,40.49248,16.99082,40.49248
gBqsPxAZ,Plage des bains militaires,FR,Mediterranean Sea,21,Urban,Pebbels,20201029,Cleanup,7.290338823,43.69232128,7.290588206,43.69227862
Surfrider Foundation Europe,Playa de Burumendi,ES,North-east Atlantic Ocean,49,Urban,Sandy,20150618,Cleanup,-2.38243918,43.31266076,-2.381852386,43.3125683
Surfrider Foundation Europe,"275 Route de Pors ar Vil Keralliou, 29470 Plougastel-Daoulas, France",,North-east Atlantic Ocean,350,,,20191117,Cleanup,-4.4017542,48.3825991,-4.4017542,48.38259911
Surfrider Foundation Europe,"15 Rue de la Loge, 13002 Marseille, France",FR,Mediterranean Sea,150,,,20190502,Cleanup,5.3693499,43.296312,5.3693499,43.29631201
gBqsPxAZ,Formby Beach,UK,North-east Atlantic Ocean,1362,Rural,Sandy,20190117,Cleanup,-3.098766304,53.56642256,-3.092082265,53.57800981
gBqsPxAZ,Formby Beach,UK,North-east Atlantic Ocean,1362,Rural,Sandy,20190214,Cleanup,-3.098766304,53.56642256,-3.092082265,53.57800981
Surfrider Foundation Europe,"Plage Calabonita, Al Hoce?ma, Maroc",,Mediterranean Sea,150,,,20190427,Cleanup,-3.9226688,35.2347397,-3.9226688,35.23473971
Swiss Litter Report,greifensee_f_landen_simmenc,CH,,135,Rural,Other (mixed),20170429,Cleanup,8.654843309,47.35971411,8.653773018,47.36068966
gBqsPxAZ,Marlfield,UK,North-east Atlantic Ocean,493,Rural,Other (mixed),20160918,Cleanup,-5.577879891,54.40710967,-5.57901638,54.40273339
Mare Nostrum,Neversea,RO,Black Sea,302,Urban,Sandy,20180809,Cleanup,28.656672,44.178405,28.65583,44.18109
Surfrider Foundation Europe,"Eichenpark, 20149 Hamburg, Allemagne",Int,,65,,,20150322,Cleanup,9.99484,53.605,9.99584,53.605
HCMR@School,????? ????. ??. ??????????,GR,Mediterranean Sea,105,,,20151016,Cleanup,25.73326912,35.00537244,25.73219711,35.00565256
OceanCare Cleanups,Vendicari_L_mann,IT,Mediterranean Sea,42,,,20180410,Cleanup,15.10642868,36.8377266,15.10652211,36.83810621
gBqsPxAZ,warrenpoint seaview,UK,North-east Atlantic Ocean,305,Urban,Other (mixed),20171018,Cleanup,-6.25306178,54.09738927,-6.248783886,54.09855796
Surfrider Foundation Europe,"plage ouest, 34420, France",FR,Mediterranean Sea,350,,,20190519,Cleanup,3.3515587,43.2729204,3.3515587,43.27292041
UkrSCES Institution,Sand spit,UA,Black Sea,105,Near river mouth,Sandy,20200309,Monitoring,30.31485,45.949308,30.3156,45.950097
UkrSCES Institution,Sand spit,UA,Black Sea,105,Near river mouth,Sandy,20170531,Monitoring,30.31485,45.949308,30.3156,45.950097
Surfrider Foundation Europe,"15 Prom. Maurice Rouvier, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20191112,Cleanup,7.3334347,43.6944484,7.3334347,43.69444841
Surfrider Foundation Europe,"15 Prom. Maurice Rouvier, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20191203,Cleanup,7.3334347,43.6944484,7.3334347,43.69444841
Surfrider Foundation Europe,"15 Prom. Maurice Rouvier, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20191118,Cleanup,7.3334347,43.6944484,7.3334347,43.69444841
Surfrider Foundation Europe,"15 Prom. Maurice Rouvier, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20191217,Cleanup,7.3334347,43.6944484,7.3334347,43.69444841
Surfrider Foundation Europe,"15 Prom. Maurice Rouvier, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20191128,Cleanup,7.3334347,43.6944484,7.3334347,43.69444841
Surfrider Foundation Europe,"963 Calle Bandera, 39170 39170, Espagne",ES,North-east Atlantic Ocean,81,,,20151114,Cleanup,-3.62001,43.4962,-3.61901,43.4962
Legambiente Onlus,Spiaggia delle Saline Centola (SA),IT,Unknown,100,,,20180420,Monitoring,0.000137296,0.000359757,0.000137305,0.000359757
Surfrider Foundation Europe,"2 Place de la Mairie, 29860 Kersaint-Plabennec, France",,North-east Atlantic Ocean,2000,,,20190713,Cleanup,-4.3734009,48.4722326,-4.3734009,48.47223261
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190809,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190802,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190816,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190614,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190719,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190823,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190712,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190830,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190628,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190621,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190705,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190620,Cleanup,2.1885526,41.3694225,2.1885526,41.36942251
Marnoba,"Pereiro, Pontevedra",ES,North-east Atlantic Ocean,100,Rural,Rocky,20150528,Cleanup,-8.935728768,42.36400457,-8.934728768,42.36400457
Monitoraggio Strategia Marina  Ministero dell_mbiente,Caorle spiaggia Brussa,IT,Mediterranean Sea,99,,,20171009,Monitoring,12.95896,45.62183,12.95996,45.62183
Monitoraggio Strategia Marina  Ministero dell_mbiente,Caorle spiaggia Brussa,IT,Mediterranean Sea,99,,,20180326,Monitoring,12.95896,45.62183,12.95996,45.62183
Monitoraggio Strategia Marina  Ministero dell_mbiente,Caorle spiaggia Brussa,IT,Mediterranean Sea,99,,,20170215,Monitoring,12.95896,45.62183,12.95996,45.62183
Monitoraggio Strategia Marina  Ministero dell_mbiente,Caorle spiaggia Brussa,IT,Mediterranean Sea,99,,,20181017,Monitoring,12.95896,45.62183,12.95996,45.62183
DeFishGear - Slovenia,Bele Skale 1 MLW Month,HR,Mediterranean Sea,95,Rural,Pebbels,20160225,Monitoring,13.51944309,45.50170535,13.52054816,45.50133172
DeFishGear - Slovenia,Bele Skale 1 MLW Month,HR,Mediterranean Sea,95,Rural,Pebbels,20180915,Monitoring,13.51944309,45.50170535,13.52054816,45.50133172
Surfrider Foundation Europe,"Corniche S, Hammam Lif, Tunisie",TN,Mediterranean Sea,750,,,20190427,Cleanup,10.3750426,36.7187705,10.3750426,36.71877051
Surfrider Foundation Europe,"City Stade, 76600 Le Havre, France",,North-east Atlantic Ocean,750,,,20190811,Cleanup,0.1420562,49.5116967,0.1420562,49.51169671
gBqsPxAZ,long strand,IE,North-east Atlantic Ocean,142,,,20160618,Cleanup,-8.955702446,51.55125138,-8.956763581,51.55235108
gBqsPxAZ,long strand,IE,North-east Atlantic Ocean,142,,,20160618,Cleanup,-8.955702446,51.55125138,-8.956763581,51.55235108
Surfrider Foundation Europe,"Saint-Frieux Neufch_el-Hardelot, 62152 Neufch_el-Hardelot, France",FR,North-east Atlantic Ocean,70,,,20150523,Cleanup,1.57984,50.6069,1.58084,50.6069
Surfrider Foundation Europe,"Canal Deustu, 11C, 48015 Bilbo, Bizkaia, Espa?a",,North-east Atlantic Ocean,350,,,20190606,Cleanup,-2.96631,43.28279,-2.96631,43.28279001
Surfrider Foundation Europe,"Avenue de Saint-Caprais, 31240 Saint-Jean, France",,Unknown,1500,,,20190523,Cleanup,1.474489,43.6440138,1.474489,43.64401381
YOLY,YolyBeach4,ES,North-east Atlantic Ocean,231,Urban,Sandy,20200301,Cleanup,-2.501476384,43.36354808,-2.498950626,43.36259048
Surfrider Foundation Europe,"La Barre, Anglet, France",FR,North-east Atlantic Ocean,100,,,20190917,Monitoring,-1.520672,43.527374,-1.520672,43.52737401
Surfrider Foundation Europe,"La Barre, Anglet, France",FR,North-east Atlantic Ocean,100,,,20190104,Monitoring,-1.520672,43.527374,-1.520672,43.52737401
Surfrider Foundation Europe,"La Barre, Anglet, France",FR,North-east Atlantic Ocean,100,,,20190420,Monitoring,-1.520672,43.527374,-1.520672,43.52737401
Surfrider Foundation Europe,"La Barre, Anglet, France",FR,North-east Atlantic Ocean,100,,,20190615,Monitoring,-1.520672,43.527374,-1.520672,43.52737401
Legambiente Onlus,"Spiaggia di Capocotta, Ostia (RM)",IT,Mediterranean Sea,100,,,20160513,Cleanup,12.39879,41.66856,12.39979,41.66856
UkrSCES Institution,Beach Chyste ozero 1,UA,Unknown,111,Urban,Sandy,20210807,Monitoring,38.5138,48.93347,38.51257,48.93288
Legambiente Onlus,Genova Sturla beach,IT,Mediterranean Sea,98,Urban,Sandy,20161119,Monitoring,8.985016,44.392116,8.983783,44.39215
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20170728,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20171115,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20170415,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20180124,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20180228,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20170924,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20170831,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20170627,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20171022,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20171225,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20180330,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20170530,Cleanup,8.550474341,47.35395734,8.55053981,47.3544311
Legambiente Onlus,Marinoni Venezia (VE),IT,Mediterranean Sea,100,,,20180422,Monitoring,0.000111243,0.000408002,0.000111252,0.000408002
EMBLAS,Kobuleti Northern pelriphery,GE,Black Sea,50,Urban,Pebbels,20191029,Cleanup,41.77113969,41.89628782,41.77108438,41.89673806
EMBLAS,Kobuleti Northern pelriphery,GE,Black Sea,50,Urban,Pebbels,20190903,Cleanup,41.77113969,41.89628782,41.77108438,41.89673806
EMBLAS,Kobuleti Northern pelriphery,GE,Black Sea,50,Urban,Pebbels,20200812,Cleanup,41.77113969,41.89628782,41.77108438,41.89673806
Black Sea NGO Network || MELTEMI,Kamchia,BG,Black Sea,156,Near river mouth,Sandy,20180414,Cleanup,27.8888,43.02536667,27.88898333,43.02396667
Black Sea NGO Network || MELTEMI,Kamchia,BG,Black Sea,156,Near river mouth,Sandy,20150321,Cleanup,27.8888,43.02536667,27.88898333,43.02396667
Black Sea NGO Network || MELTEMI,Kamchia,BG,Black Sea,156,Near river mouth,Sandy,20181027,Cleanup,27.8888,43.02536667,27.88898333,43.02396667
Black Sea NGO Network || MELTEMI,Kamchia,BG,Black Sea,156,Near river mouth,Sandy,20191019,Cleanup,27.8888,43.02536667,27.88898333,43.02396667
UkrSCES Institution,Beach Sakharka 1,UA,Unknown,110,Urban,Sandy,20210807,Monitoring,32.1108,49.4223,32.11051,49.42327
Surfrider Foundation Europe,"D328 Vielle-Saint-Girons, 40560 Vielle-Saint-Girons, France",FR,North-east Atlantic Ocean,80,,,20150405,Cleanup,-1.37037,43.9306,-1.36937,43.9306
Marnoba,"La Cueva, Santa Cruz de Tenerife",ES,North-east Atlantic Ocean,100,Urban,Pebbels,20180929,Cleanup,-17.10472298,28.0913887,-17.10372298,28.0913887
gBqsPxAZ,carne beach co wexford,IE,North-east Atlantic Ocean,76,,,20150405,Cleanup,-6.348033882,52.19171197,-6.348303377,52.19237279
gBqsPxAZ,carne beach co wexford,IE,North-east Atlantic Ocean,76,,,20160428,Cleanup,-6.348033882,52.19171197,-6.348303377,52.19237279
gBqsPxAZ,carne beach co wexford,IE,North-east Atlantic Ocean,76,,,20150613,Cleanup,-6.348033882,52.19171197,-6.348303377,52.19237279
Surfrider Foundation Europe,"1 Portu Kalea, 48360 Mundaka, Espagne",ES,North-east Atlantic Ocean,81,,,20150801,Cleanup,-2.69753,43.4077,-2.69653,43.4077
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20170909,Cleanup,7.462960549,46.93102012,7.462813345,46.9311636
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20180304,Cleanup,7.462960549,46.93102012,7.462813345,46.9311636
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20170429,Cleanup,7.462960549,46.93102012,7.462813345,46.9311636
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20180106,Cleanup,7.462960549,46.93102012,7.462813345,46.9311636
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20170520,Cleanup,7.462960549,46.93102012,7.462813345,46.9311636
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20170629,Cleanup,7.462960549,46.93102012,7.462813345,46.9311636
Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20170723,Cleanup,7.462960549,46.93102012,7.462813345,46.9311636
Surfrider Foundation Europe,"2 All?e de Barqueroute, 13620 Carry-le-Rouet, France",FR,Mediterranean Sea,81,,,20150317,Cleanup,5.16029,43.3291,5.16129,43.3291
Legambiente Onlus,Arenile Castellammare di Stabia (NA),IT,Mediterranean Sea,100,,,20180408,Monitoring,0.000130091,0.000365659,0.0001301,0.000365659
Blue Flag Turkey,Sar?germe Plaj?,TR,Mediterranean Sea,90,Rural,Sandy,20210210,Monitoring,28.6976369,36.7016277,28.6986139,36.7018374
Blue Flag Turkey,Sar?germe Plaj?,TR,Mediterranean Sea,90,Rural,Sandy,20201017,Monitoring,28.6976369,36.7016277,28.6986139,36.7018374
Surfrider Foundation Europe,"Passeig Migdia, 100P, 08005 Barcelona, Espa?a",ES,Mediterranean Sea,350,,,20190406,Cleanup,2.20667,41.39408,2.20667,41.39408001
Surfrider Foundation Europe,"Passeig Migdia, 100P, 08005 Barcelona, Espa?a",ES,Mediterranean Sea,350,,,20190322,Cleanup,2.20667,41.39408,2.20667,41.39408001
HELMEPA - Hellenic Marine Environment Protection Association,3rd Glyfada Beach,GR,Mediterranean Sea,353,Urban,Sandy,20181007,Cleanup,23.74142619,37.86438375,23.73877587,37.86676682
Marnoba,"Fontaíña, Pontevedra",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20180930,Cleanup,-8.781110764,42.20333481,-8.780110764,42.20333481
Surfrider Foundation Europe,"142 Avenue Pierre Mend?s France, 13008 Marseille, France",FR,Mediterranean Sea,81,,,20150321,Cleanup,5.37369,43.2551,5.37469,43.2551
Surfrider Foundation Europe,"10 Rue Alfred Basle, 35260 Cancale, France",FR,North-east Atlantic Ocean,750,,,20190519,Cleanup,-1.8513372,48.701336,-1.8513372,48.70133601
gBqsPxAZ,forum,FR,North-east Atlantic Ocean,100,Urban,Other (mixed),20160506,Cleanup,-3.516423629,48.83283979,-3.515941638,48.83368298
Surfrider Foundation Europe,"Calle Astillero, 12, 33430 Cand?s, Asturias, Espagne",ES,North-east Atlantic Ocean,750,,,20190427,Cleanup,-5.762957,43.5888388,-5.762957,43.58883881
Surfrider Foundation Europe,"Calle de la Paz, 28410 Manzanares el Real, Madrid, Spain",,Unknown,150,,,20190704,Cleanup,-3.8694583,40.7231114,-3.8694583,40.72311141
Surfrider Foundation Europe,"AS-317, 33138 Muros de Nal?n, Asturias, Espa?a",ES,North-east Atlantic Ocean,150,,,20190601,Cleanup,-6.1131971,43.5537068,-6.1131971,43.55370681
Legambiente Onlus,Riccio TolloOrtona (CH),IT,Mediterranean Sea,100,,,20180507,Monitoring,0.000129096,0.000380702,0.000129105,0.000380702
Surfrider Foundation Europe,"49 Rue du Dr Mic?, 64500 Ciboure, France",FR,North-east Atlantic Ocean,750,,,20190618,Cleanup,-1.6753734,43.3876725,-1.6753734,43.38767251
Surfrider Foundation Europe,"Pla?a del Mar, Barcelona, Espagne",ES,Mediterranean Sea,750,,,20190920,Cleanup,2.1887574,41.3748321,2.1887574,41.37483211
Surfrider Foundation Europe,"Pla?a del Mar, Barcelona, Espagne",ES,Mediterranean Sea,750,,,20190913,Cleanup,2.1887574,41.3748321,2.1887574,41.37483211
Surfrider Foundation Europe,"Pla?a del Mar, Barcelona, Espagne",ES,Mediterranean Sea,750,,,20190927,Cleanup,2.1887574,41.3748321,2.1887574,41.37483211
gBqsPxAZ,silver strand,IE,North-east Atlantic Ocean,107,,,20160622,Cleanup,-9.887780386,53.64676449,-9.887180019,53.6458696
Marnoba,"Matalasca_s, Huelva",ES,North-east Atlantic Ocean,100,Urban,Sandy,20180930,Cleanup,-6.566666603,37.00527954,-6.565666603,37.00527954
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20150727,Cleanup,28.58188921,43.77835953,28.57638704,43.75610959
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20150425,Cleanup,28.58188921,43.77835953,28.57638704,43.75610959
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20160718,Cleanup,28.58188921,43.77835953,28.57638704,43.75610959
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20161024,Monitoring,28.58188921,43.77835953,28.57638704,43.75610959
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20150804,Cleanup,28.58188921,43.77835953,28.57638704,43.75610959
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20160813,Cleanup,28.58188921,43.77835953,28.57638704,43.75610959
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20150608,Cleanup,28.58188921,43.77835953,28.57638704,43.75610959
Surfrider Foundation Europe,"19 Boulevard du G?n?ral de Gaulle, 64200 Biarritz, France",FR,North-east Atlantic Ocean,350,,,20190116,Cleanup,-1.5588827,43.4839188,-1.5588827,43.48391881
Surfrider Foundation Europe,"1237 Route de la Barre, 40220 Tarnos, France",,North-east Atlantic Ocean,750,,,20190427,Cleanup,-1.199602,44.996596,-1.199602,44.99659601
Marnoba,"Burumendi, Gipuzkoa",ES,North-east Atlantic Ocean,100,Rural,Sandy,20150622,Cleanup,-2.3805,43.31072,-2.3795,43.31072
Surfrider Foundation Europe,"Le Ruault, 56370 SARZEAU, France",FR,North-east Atlantic Ocean,75,,,20150513,Cleanup,-2.78506,47.5524,-2.78406,47.5524
Wings of the Ocean,Cala Cortina,ES,Mediterranean Sea,78,Rural,Other (mixed),20210308,Cleanup,-0.975924432,37.58174363,-0.97504735,37.58180528
Wings of the Ocean,Cala Cortina,ES,Mediterranean Sea,78,Rural,Other (mixed),20210310,Cleanup,-0.975924432,37.58174363,-0.97504735,37.58180528
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20180210,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20180109,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170606,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20171208,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170705,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170404,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20171106,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20171005,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20180308,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170815,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170503,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170907,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170809,Cleanup,8.492924315,47.43112814,8.493669863,47.43138512
